minute,class,TVC,MQ135,MQ2,MQ3,Humidity,Temperature
444,good,3.720396594,22.03,6.14,19.34,72.4,38.0
445,good,3.725587367,21.84,6.14,19.34,72.5,38.0
446,good,3.730782548,21.74,6.14,19.51,72.5,38.8
447,good,3.735982089,22.03,6.12,19.26,72.5,38.0
448,good,3.74118594,21.93,6.14,19.18,72.5,38.0
449,good,3.746394055,22.24,6.14,19.26,72.5,38.0
450,good,3.751606385,22.03,6.22,19.34,72.5,38.1
451,good,3.756822884,22.34,6.25,19.26,72.6,38.0
452,good,3.762043506,22.24,6.22,19.26,72.5,38.0
453,good,3.767268203,22.03,6.25,19.51,72.0,37.9
454,good,3.772496931,22.44,6.27,19.18,72.6,38.0
455,good,3.777729645,22.44,6.3,19.18,72.6,38.0
456,good,3.782966299,22.54,6.35,19.18,72.6,38.0
457,good,3.788206849,22.54,6.35,19.18,72.6,38.0
458,good,3.793451252,22.34,6.38,19.26,72.6,38.0
459,good,3.798699463,22.44,6.35,19.09,72.6,38.0
460,good,3.80395144,22.34,6.35,19.26,72.0,37.0
461,good,3.80920714,22.44,6.3,19.09,72.6,38.0
462,good,3.814466521,22.14,6.3,19.18,72.6,38.0
463,good,3.819729542,22.14,6.27,19.09,72.7,38.0
464,good,3.824996159,22.34,6.25,19.01,72.6,38.1
465,good,3.830266334,21.93,6.22,19.09,72.6,38.1
466,good,3.835540025,21.93,6.22,19.18,72.6,38.1
467,good,3.840817191,22.24,6.19,18.93,72.5,38.3
468,good,3.846097794,22.03,6.25,19.09,72.7,38.1
469,good,3.851381794,22.24,6.22,19.01,72.5,38.1
470,good,3.856669151,22.34,6.22,18.93,71.9,37.8
471,good,3.861959828,22.24,6.22,18.84,72.4,38.2
472,good,3.867253786,22.03,6.19,18.76,72.4,38.2
473,good,3.872550987,22.03,6.19,19.01,72.5,38.1
474,good,3.877851394,21.93,6.19,18.84,72.4,38.2
475,good,3.88315497,22.14,6.14,18.68,72.3,38.2
476,good,3.888461678,21.93,6.17,18.93,72.3,38.2
477,good,3.893771482,22.03,6.14,18.68,72.3,38.2
478,good,3.899084347,21.93,6.09,18.76,72.3,38.1
479,good,3.904400235,21.93,6.04,18.6,72.3,38.2
480,good,3.909719114,21.74,6.07,18.6,72.3,38.2
481,good,3.915040947,21.84,6.07,18.6,72.2,38.2
482,good,3.9203657,21.84,6.07,18.76,72.2,38.2
483,good,3.925693339,21.74,6.09,18.68,72.2,38.2
484,good,3.931023831,21.93,6.09,18.52,72.2,38.4
485,good,3.936357142,21.74,6.14,18.6,72.3,38.2
486,good,3.941693239,22.03,6.14,18.6,72.3,38.2
487,good,3.94703209,22.24,6.17,18.52,72.3,38.2
488,good,3.952373662,22.03,6.19,18.68,72.3,38.2
489,good,3.957717923,21.93,6.19,18.6,72.3,38.2
490,good,3.963064842,22.03,6.19,18.68,72.3,38.2
491,good,3.968414388,22.24,6.17,18.44,72.2,38.4
492,good,3.973766528,22.34,6.17,18.44,72.4,38.2
493,good,3.979121234,22.34,6.19,18.44,72.4,38.2
494,good,3.984478474,22.24,6.22,18.6,71.8,37.9
495,good,3.989838219,18.08,4.06,17.82,72.4,38.2
496,good,3.995200439,15.24,3.7,17.37,72.5,38.2
497,acceptable,4.000565105,15.12,3.81,17.37,72.5,38.1
498,acceptable,4.005932188,15.18,3.98,17.44,72.6,38.1
499,acceptable,4.011301658,16.01,4.22,17.74,72.6,38.0
500,acceptable,4.016673489,16.69,4.42,17.74,72.7,38.0
501,acceptable,4.022047651,17.7,4.62,17.74,72.8,38.0
502,acceptable,4.027424117,18.47,4.88,17.82,72.8,38.0
503,acceptable,4.032802859,19.04,5.07,18.05,72.8,38.0
504,acceptable,4.038183851,19.8,5.28,18.05,72.8,38.0
505,acceptable,4.043567066,20.51,5.44,17.97,72.8,38.0
506,acceptable,4.048952476,20.97,5.6,18.05,72.8,38.0
507,acceptable,4.054340057,21.35,5.79,18.28,72.9,38.0
508,acceptable,4.059729781,21.93,5.94,18.13,72.8,38.2
509,acceptable,4.065121623,22.34,6.07,18.05,72.7,38.0
510,acceptable,4.070515558,22.65,6.14,17.97,72.8,38.0
511,acceptable,4.075911561,22.86,6.22,18.13,72.8,38.0
512,acceptable,4.081309607,22.86,6.32,18.05,72.7,38.0
513,acceptable,4.086709671,23.28,6.4,18.13,72.8,38.0
514,acceptable,4.09211173,23.28,6.45,17.97,72.8,38.0
515,acceptable,4.097515758,23.61,6.53,17.97,72.8,38.1
516,acceptable,4.102921733,23.5,6.61,18.2,72.8,38.0
517,acceptable,4.108329631,23.72,6.64,17.97,72.9,38.0
518,acceptable,4.113739428,23.61,6.56,17.89,72.3,37.6
519,acceptable,4.119151102,23.5,6.59,18.05,72.9,38.0
520,acceptable,4.124564631,23.18,6.45,17.89,72.9,38.1
521,acceptable,4.129979991,23.28,6.56,17.82,72.9,38.1
522,acceptable,4.135397161,23.39,6.64,18.05,72.8,38.2
523,acceptable,4.140816118,23.5,6.64,17.89,72.8,38.2
524,acceptable,4.146236841,23.5,6.72,17.82,72.8,38.2
525,acceptable,4.151659309,23.72,6.75,17.82,72.7,38.2
526,acceptable,4.157083501,24.17,6.83,17.74,72.8,38.2
527,acceptable,4.162509395,24.06,6.89,17.82,72.6,38.2
528,acceptable,4.16793697,24.4,6.92,17.67,72.7,38.2
529,acceptable,4.173366207,24.29,6.92,17.82,72.7,38.2
530,acceptable,4.178797086,24.29,6.94,17.74,72.7,38.2
531,acceptable,4.184229585,23.95,6.97,17.59,72.8,38.2
532,acceptable,4.189663686,24.29,6.97,17.67,72.8,38.5
533,acceptable,4.195099368,24.4,7.0,17.52,72.7,38.3
534,acceptable,4.200536614,24.17,6.78,17.37,72.7,38.3
535,acceptable,4.205975402,23.07,6.25,17.52,72.6,38.2
536,acceptable,4.211415715,22.86,6.35,17.44,72.6,38.3
537,acceptable,4.216857535,23.18,6.48,17.3,72.6,38.3
538,acceptable,4.222300841,23.39,6.61,17.22,72.7,38.3
539,acceptable,4.227745617,23.39,6.72,17.22,72.6,38.5
540,acceptable,4.233191845,23.61,6.78,17.37,72.6,38.4
541,acceptable,4.238639506,23.83,6.86,17.15,72.7,38.4
542,acceptable,4.244088583,24.17,6.94,17.22,72.5,38.0
543,acceptable,4.249539058,24.29,7.06,17.15,72.5,38.4
544,acceptable,4.254990915,24.17,7.11,17.08,72.5,38.4
545,acceptable,4.260444136,24.63,7.11,17.3,72.5,38.4
546,acceptable,4.265898705,24.63,7.23,17.3,72.5,38.4
547,acceptable,4.271354605,24.87,7.26,17.01,72.5,38.4
548,acceptable,4.276811819,23.07,5.94,16.72,72.4,38.4
549,acceptable,4.282270332,20.97,5.37,16.51,72.4,38.1
550,acceptable,4.287730127,20.69,5.51,16.79,72.4,38.4
551,acceptable,4.293191189,21.25,5.75,16.72,72.4,38.4
552,acceptable,4.298653502,21.54,5.99,16.72,72.4,38.4
553,acceptable,4.30411705,22.34,6.35,16.93,72.4,38.4
554,acceptable,4.309581818,23.39,6.83,17.3,72.4,38.4
555,acceptable,4.315047792,23.72,7.03,17.3,72.5,38.4
556,acceptable,4.320514956,24.06,7.11,17.15,72.4,38.3
557,acceptable,4.325983295,24.52,7.38,17.22,72.5,38.4
558,acceptable,4.331452795,24.87,7.43,17.08,72.5,38.4
559,acceptable,4.336923441,24.87,7.52,16.93,72.5,38.4
560,acceptable,4.34239522,24.99,7.62,16.79,72.5,38.6
561,acceptable,4.347868117,25.23,7.77,16.93,72.5,38.5
562,acceptable,4.353342118,25.6,7.83,16.72,72.5,38.5
563,acceptable,4.35881721,24.63,7.06,16.31,72.7,38.5
564,acceptable,4.364293378,24.52,7.14,16.51,72.4,38.5
565,acceptable,4.369770611,24.29,7.29,16.58,72.5,38.5
566,acceptable,4.375248893,23.83,6.97,16.11,72.5,38.5
567,acceptable,4.380728213,23.83,7.11,15.91,72.4,38.7
568,acceptable,4.386208557,24.52,7.29,15.84,72.3,38.5
569,acceptable,4.391689913,24.75,7.43,15.91,72.3,38.5
570,acceptable,4.397172267,24.87,7.62,15.71,73.0,39.6
571,acceptable,4.402655608,25.11,7.71,15.65,72.3,38.5
572,acceptable,4.408139923,25.6,7.83,15.58,72.3,38.5
573,acceptable,4.4136252,25.6,7.92,15.91,72.3,38.5
574,acceptable,4.419111427,25.85,8.02,15.58,72.3,38.5
575,acceptable,4.424598591,25.72,8.11,15.65,72.2,38.6
576,acceptable,4.430086682,25.72,8.15,15.45,72.3,38.6
577,acceptable,4.435575687,25.85,8.21,15.52,72.2,38.6
578,acceptable,4.441065596,25.72,8.28,15.33,72.2,38.6
579,acceptable,4.446556396,25.97,8.28,15.39,72.2,38.6
580,acceptable,4.452048077,25.72,8.31,15.2,72.2,38.6
581,acceptable,4.457540627,25.85,8.37,15.26,72.2,38.5
582,acceptable,4.463034035,25.72,8.18,15.08,72.2,38.6
583,acceptable,4.468528291,25.85,8.28,15.08,72.2,38.6
584,acceptable,4.474023385,25.85,8.34,15.14,72.1,38.8
585,acceptable,4.479519304,26.1,8.21,14.83,72.1,38.6
586,acceptable,4.48501604,25.72,8.31,15.02,72.1,38.6
587,acceptable,4.490513581,25.85,8.34,14.95,72.8,39.1
588,acceptable,4.496011918,25.23,7.8,14.83,72.1,38.6
589,acceptable,4.501511041,22.86,5.84,14.53,72.2,38.6
590,acceptable,4.507010939,21.25,5.44,15.45,72.2,38.6
591,acceptable,4.512511602,21.64,5.99,14.42,72.1,38.6
592,acceptable,4.518013022,22.54,6.45,14.42,72.2,38.6
593,acceptable,4.523515188,23.07,6.81,14.3,72.2,38.6
594,acceptable,4.529018091,22.96,6.4,14.3,72.1,38.5
595,acceptable,4.534521722,22.96,6.43,14.18,72.2,38.6
596,acceptable,4.54002607,23.28,6.83,14.13,72.3,38.6
597,acceptable,4.545531129,24.17,7.2,14.18,72.4,38.6
598,acceptable,4.551036887,23.83,6.83,14.18,72.3,38.6
599,acceptable,4.556543336,24.06,7.06,14.01,72.3,38.6
600,acceptable,4.562050468,24.52,7.32,14.01,72.4,38.6
601,acceptable,4.567558274,24.06,7.11,14.01,72.4,38.8
602,acceptable,4.573066744,24.17,7.26,13.84,72.5,38.6
603,acceptable,4.578575872,24.52,7.43,13.9,72.5,38.6
604,acceptable,4.584085647,24.4,7.38,13.84,73.1,39.3
605,acceptable,4.589596062,24.75,7.71,13.84,72.4,38.6
606,acceptable,4.595107109,25.11,7.89,13.79,72.4,38.6
607,acceptable,4.60061878,25.72,8.15,13.62,72.5,38.6
608,acceptable,4.606131066,25.72,8.28,13.62,72.4,38.6
609,acceptable,4.61164396,26.36,8.37,13.51,72.5,38.6
610,acceptable,4.617157454,26.23,8.44,13.57,72.5,38.6
611,acceptable,4.62267154,26.1,8.08,13.41,72.5,38.6
612,acceptable,4.62818621,25.72,8.11,13.35,72.5,38.6
613,acceptable,4.633701458,25.85,7.99,13.25,72.6,38.6
614,acceptable,4.639217275,25.85,8.08,13.25,72.5,38.6
615,acceptable,4.644733654,26.1,8.31,13.14,72.5,38.6
616,acceptable,4.650250588,25.97,8.44,13.19,72.5,38.6
617,acceptable,4.655768069,26.36,8.51,13.04,72.5,38.6
618,acceptable,4.661286091,26.23,8.51,13.04,72.5,38.8
619,acceptable,4.666804647,26.36,8.64,13.09,72.5,38.6
620,acceptable,4.672323729,26.48,8.81,13.04,72.5,38.6
621,acceptable,4.677843332,25.72,8.92,12.83,72.5,38.3
622,acceptable,4.683363447,27.01,9.09,12.93,72.5,38.6
623,acceptable,4.688884068,27.15,8.78,12.78,72.5,38.6
624,acceptable,4.694405189,25.72,7.38,12.63,72.5,38.6
625,acceptable,4.699926804,24.4,6.86,12.58,72.5,38.6
626,acceptable,4.705448905,23.83,6.92,12.48,72.5,38.6
627,acceptable,4.710971486,24.06,7.23,12.58,72.6,38.6
628,acceptable,4.716494542,24.52,7.52,12.58,72.1,37.9
629,acceptable,4.722018065,24.99,7.77,12.48,72.6,38.6
630,acceptable,4.72754205,25.6,7.99,12.33,72.6,38.6
631,acceptable,4.733066491,26.1,8.18,12.23,72.7,38.6
632,acceptable,4.738591381,26.23,8.34,12.23,72.6,38.6
633,acceptable,4.744116714,26.62,8.57,12.28,72.7,38.6
634,acceptable,4.749642486,26.75,8.78,12.19,72.7,38.6
635,acceptable,4.755168689,27.15,8.85,12.14,72.6,38.8
636,acceptable,4.760695319,27.28,8.95,12.04,72.7,38.6
637,acceptable,4.766222369,27.01,9.06,12.09,72.7,38.6
638,acceptable,4.771749834,27.15,9.06,11.95,72.6,38.4
639,acceptable,4.777277709,27.42,9.06,11.9,72.6,38.6
640,acceptable,4.782805987,27.28,9.09,11.85,72.6,38.7
641,acceptable,4.788334664,27.55,9.13,11.9,72.7,38.6
642,acceptable,4.793863735,27.01,8.95,11.85,72.6,38.6
643,acceptable,4.799393193,27.01,8.88,11.71,72.7,38.6
644,acceptable,4.804923034,27.01,8.85,11.71,72.7,38.6
645,acceptable,4.810453252,26.36,8.51,11.62,72.6,38.8
646,acceptable,4.815983843,23.72,6.02,11.53,72.7,38.6
647,acceptable,4.821514801,21.25,5.34,11.4,72.8,38.7
648,acceptable,4.827046122,20.97,5.65,11.35,73.4,39.6
649,acceptable,4.8325778,21.84,6.07,11.31,72.7,38.7
650,acceptable,4.838109831,22.44,6.53,11.31,72.8,38.6
651,acceptable,4.84364221,23.18,6.97,11.35,72.8,38.7
652,acceptable,4.849174932,23.95,7.11,11.31,72.8,38.7
653,acceptable,4.854707992,24.17,7.29,11.31,72.8,38.7
654,acceptable,4.860241386,24.52,7.41,11.17,72.8,38.7
655,acceptable,4.865775109,24.75,7.58,11.17,72.8,38.7
656,acceptable,4.871309157,24.99,7.58,11.09,72.8,38.7
657,acceptable,4.876843524,24.63,7.46,11.0,72.8,38.7
658,acceptable,4.882378208,24.75,7.55,11.04,72.8,38.7
659,acceptable,4.887913202,24.99,7.65,11.0,72.8,38.6
660,acceptable,4.893448504,24.99,7.52,10.87,72.8,38.7
661,acceptable,4.898984108,24.63,7.35,10.87,72.8,38.7
662,acceptable,4.904520011,24.17,7.09,10.79,72.8,38.8
663,acceptable,4.910056208,23.83,7.06,10.87,72.8,38.6
664,acceptable,4.915592695,23.95,7.23,10.83,72.8,38.6
665,acceptable,4.921129467,24.06,7.29,10.7,72.8,38.4
666,acceptable,4.926666522,24.17,7.38,10.74,72.8,38.7
667,acceptable,4.932203855,24.4,7.46,10.7,72.9,38.6
668,acceptable,4.937741461,24.4,7.46,10.62,72.9,38.7
669,acceptable,4.943279338,24.52,7.49,10.66,72.8,38.7
670,acceptable,4.948817481,24.4,7.49,10.54,72.8,38.7
671,acceptable,4.954355886,23.72,6.72,10.45,72.9,38.7
672,acceptable,4.959894549,22.44,6.22,10.41,72.9,38.9
673,acceptable,4.965433467,22.14,6.25,10.41,72.9,38.7
674,acceptable,4.970972637,22.03,6.4,10.45,73.0,38.7
675,acceptable,4.976512053,22.14,6.48,10.41,73.7,39.7
676,acceptable,4.982051713,22.03,6.38,10.37,73.0,38.7
677,acceptable,4.987591614,22.14,6.32,10.21,73.0,38.7
678,acceptable,4.993131751,21.93,6.04,10.21,73.1,38.7
679,acceptable,4.998672121,17.85,4.22,10.17,73.1,38.7
680,spoiled,5.00421272,16.62,4.1,10.05,73.1,38.7
681,spoiled,5.009753546,16.42,4.24,10.05,73.1,38.8
682,spoiled,5.015294595,17.26,4.52,9.97,73.0,38.8
683,spoiled,5.020835862,17.93,4.79,10.05,72.9,38.7
684,spoiled,5.026377346,18.95,5.05,9.94,72.9,38.7
685,spoiled,5.031919043,19.45,5.28,9.97,73.0,38.8
686,spoiled,5.037460949,20.06,5.41,9.94,72.9,38.7
687,spoiled,5.043003061,20.6,5.55,9.86,72.9,38.7
688,spoiled,5.048545376,20.88,5.6,9.9,72.9,38.7
689,spoiled,5.054087891,20.88,5.63,9.9,72.9,38.9
690,spoiled,5.059630603,20.97,5.6,9.86,72.9,38.7
691,spoiled,5.065173508,20.88,5.53,9.78,72.9,38.7
692,spoiled,5.070716604,20.88,5.39,9.74,72.8,38.5
693,spoiled,5.076259887,20.69,5.32,9.67,72.8,38.8
694,spoiled,5.081803355,20.42,5.23,9.67,72.8,38.8
695,spoiled,5.087347004,20.33,5.14,9.7,72.9,38.8
696,spoiled,5.092890832,19.29,4.64,9.59,72.8,38.8
697,spoiled,5.098434835,18.55,4.38,9.55,72.8,38.8
698,spoiled,5.103979011,18.31,4.46,9.52,72.8,38.8
699,spoiled,5.109523357,18.63,4.52,9.48,73.5,39.0
700,spoiled,5.11506787,18.87,4.52,9.52,72.8,38.8
701,spoiled,5.120612547,18.87,4.42,9.52,73.0,38.8
702,spoiled,5.126157385,18.87,4.38,9.55,73.0,38.8
703,spoiled,5.131702382,18.87,4.2,9.52,73.1,38.8
704,spoiled,5.137247535,18.47,3.89,9.41,73.1,38.8
705,spoiled,5.142792841,17.11,3.52,10.21,73.2,38.8
706,spoiled,5.148338298,16.76,3.45,9.3,73.2,38.7
707,spoiled,5.153883903,16.55,3.4,9.37,73.2,38.8
708,spoiled,5.159429652,16.62,3.31,9.33,73.3,38.8
709,spoiled,5.164975544,16.55,3.24,9.3,73.2,38.7
710,spoiled,5.170521576,16.48,3.19,9.3,73.2,38.7
711,spoiled,5.176067746,16.62,3.12,9.22,73.3,38.7
712,spoiled,5.18161405,16.62,3.11,9.19,73.4,38.7
713,spoiled,5.187160487,16.62,3.06,9.22,73.3,38.7
714,spoiled,5.192707054,16.76,3.01,9.19,73.4,38.7
715,spoiled,5.198253748,16.62,2.96,9.19,73.3,38.8
716,spoiled,5.203800567,16.69,2.92,9.15,73.4,38.9
717,spoiled,5.209347508,16.83,2.89,9.04,73.4,38.8
718,spoiled,5.214894569,15.31,2.81,9.04,73.5,38.8
719,spoiled,5.220441748,15.37,2.81,9.08,73.4,38.4
720,spoiled,5.225989042,15.24,2.76,9.01,73.4,38.8
721,spoiled,5.231536449,13.83,2.73,9.01,73.5,38.8
722,spoiled,5.237083966,14.28,2.75,8.94,73.5,38.8
723,spoiled,5.242631592,14.64,2.73,8.9,73.4,38.8
724,spoiled,5.248179323,14.69,2.73,8.9,73.4,38.8
725,spoiled,5.253727158,13.56,2.7,8.94,73.5,38.8
726,spoiled,5.259275095,13.5,2.72,8.87,72.9,37.7
727,spoiled,5.26482313,13.89,2.7,8.83,73.5,38.8
728,spoiled,5.270371262,14.17,2.72,8.8,73.6,38.8
729,spoiled,5.275919489,14.06,2.68,8.87,73.6,38.8
730,spoiled,5.281467808,13.72,2.7,8.83,73.5,38.8
731,spoiled,5.287016217,13.45,2.67,8.8,73.5,38.8
732,spoiled,5.292564714,13.13,2.68,8.73,73.7,38.8
733,spoiled,5.298113296,13.13,2.67,8.73,73.6,38.8
734,spoiled,5.303661963,13.03,2.65,8.7,73.7,38.7
735,spoiled,5.309210711,12.87,2.65,8.7,73.8,38.7
736,spoiled,5.314759538,11.13,2.62,8.73,73.8,38.6
737,spoiled,5.320308442,10.33,2.59,8.66,73.8,38.7
738,spoiled,5.325857422,10.25,2.61,8.7,73.9,38.7
739,spoiled,5.331406474,10.49,2.61,8.66,74.0,38.7
740,spoiled,5.336955598,10.95,2.62,8.6,73.9,38.7
741,spoiled,5.34250479,11.04,2.62,8.66,74.0,38.7
742,spoiled,5.348054049,11.21,2.62,8.63,74.1,38.7
743,spoiled,5.353603373,11.21,2.62,8.53,74.0,38.9
744,spoiled,5.359152759,11.0,2.62,8.56,74.0,38.7
745,spoiled,5.364702207,10.62,2.59,8.49,74.0,38.8
746,spoiled,5.370251712,10.13,2.59,8.49,74.6,39.7
747,spoiled,5.375801275,9.66,2.59,8.46,73.9,38.8
748,spoiled,5.381350892,9.22,2.59,8.46,73.8,38.8
749,spoiled,5.386900562,8.46,2.61,8.49,73.8,38.7
750,spoiled,5.392450282,8.23,2.54,8.43,73.8,38.8
751,spoiled,5.398000052,8.16,2.54,8.43,73.8,38.8
752,spoiled,5.403549867,8.03,2.56,8.46,73.8,38.8
753,spoiled,5.409099728,7.66,2.54,8.39,73.7,38.8
754,spoiled,5.414649632,7.36,2.56,8.36,73.7,38.7
755,spoiled,5.420199576,7.36,2.51,8.3,73.7,38.8
756,spoiled,5.425749559,7.24,2.54,8.36,73.7,38.8
757,spoiled,5.43129958,7.24,2.53,8.3,73.8,38.8
758,spoiled,5.436849635,7.13,2.53,8.26,73.7,38.7
759,spoiled,5.442399724,7.1,2.53,8.26,73.7,38.7
760,spoiled,5.447949844,6.99,2.54,8.23,73.7,38.9
761,spoiled,5.453499993,6.93,2.51,8.23,73.7,38.7
762,spoiled,5.459050169,6.6,2.51,8.2,73.7,38.7
763,spoiled,5.464600371,6.47,2.53,8.2,74.3,39.6
764,spoiled,5.470150597,6.39,2.51,8.17,73.6,38.8
765,spoiled,5.475700845,6.33,2.51,8.17,73.6,38.8
766,spoiled,5.481251112,6.33,2.3,8.17,73.6,38.8
767,spoiled,5.486801397,6.21,2.54,8.2,73.6,38.8
768,spoiled,5.492351699,6.18,2.51,8.1,73.6,38.8
769,spoiled,5.497902014,6.08,2.51,8.13,73.6,38.8
770,spoiled,5.503452342,6.0,2.51,8.13,73.5,38.6
771,spoiled,5.50900268,5.9,2.5,8.1,73.5,38.8
772,spoiled,5.514553027,5.76,2.5,8.13,73.5,38.8
773,spoiled,5.520103381,5.71,2.5,8.07,73.6,38.8
774,spoiled,5.525653739,5.73,2.51,8.04,73.5,38.8
775,spoiled,5.531204101,5.78,2.5,8.1,73.6,38.8
776,spoiled,5.536754463,5.76,2.5,8.01,73.6,38.8
777,spoiled,5.542304825,5.73,2.5,7.98,74.2,39.1
778,spoiled,5.547855184,5.73,2.48,7.98,73.6,38.8
779,spoiled,5.553405538,5.68,2.48,7.98,73.6,38.8
780,spoiled,5.558955887,5.71,2.5,7.98,73.6,38.8
781,spoiled,5.564506226,5.68,2.5,8.01,73.6,38.8
782,spoiled,5.570056556,5.61,2.5,7.98,73.6,38.8
783,spoiled,5.575606874,5.59,2.5,7.98,73.6,38.8
784,spoiled,5.581157177,5.64,2.5,7.94,74.2,39.0
785,spoiled,5.586707465,5.56,2.48,7.88,73.6,38.9
786,spoiled,5.592257736,5.52,2.5,7.85,73.7,38.8
787,spoiled,5.597807986,5.54,2.47,7.82,73.6,38.5
788,spoiled,5.603358216,5.47,2.5,7.88,73.6,38.8
789,spoiled,5.608908422,5.52,2.47,7.82,73.7,38.8
790,spoiled,5.614458602,5.8,2.5,7.85,73.7,38.8
791,spoiled,5.620008756,5.49,2.5,7.85,73.7,38.8
792,spoiled,5.62555888,5.47,2.5,7.85,73.7,38.8
793,spoiled,5.631108974,5.47,2.48,7.73,73.8,38.9
794,spoiled,5.636659035,5.42,2.48,7.76,73.7,38.9
795,spoiled,5.642209061,5.42,2.5,7.79,73.7,38.8
796,spoiled,5.64775905,5.4,2.48,7.73,73.7,38.9
797,spoiled,5.653309001,5.38,2.48,7.73,73.8,38.9
798,spoiled,5.658858911,5.4,2.48,7.67,73.7,38.9
799,spoiled,5.664408778,5.42,2.48,7.67,73.8,38.9
800,spoiled,5.669958601,5.4,2.47,7.7,73.7,38.9
801,spoiled,5.675508378,5.33,2.48,7.64,74.3,39.1
802,spoiled,5.681058106,5.35,2.48,7.67,73.7,38.9
803,spoiled,5.686607784,5.35,2.48,7.64,73.8,38.9
804,spoiled,5.69215741,5.35,2.48,7.58,74.4,39.8
805,spoiled,5.697706981,5.35,2.47,7.58,73.7,38.9
806,spoiled,5.703256496,5.4,2.47,7.61,73.7,38.9
807,spoiled,5.708805953,5.35,2.45,7.73,73.7,38.9
808,spoiled,5.714355349,5.38,2.48,7.58,73.7,38.9
809,spoiled,5.719904683,5.38,2.47,7.52,73.7,38.9
810,spoiled,5.725453952,5.35,2.47,7.54,73.8,38.9
811,spoiled,5.731003155,5.38,2.48,7.49,73.8,38.9
812,spoiled,5.736552289,5.35,2.47,7.54,73.8,38.9
813,spoiled,5.742101353,5.35,2.47,7.49,73.8,38.9
814,spoiled,5.747650344,5.38,2.47,7.54,73.8,38.9
815,spoiled,5.753199261,5.4,2.47,7.49,73.8,38.8
816,spoiled,5.7587481,5.38,2.45,7.49,73.7,38.9
817,spoiled,5.764296861,5.38,2.48,7.46,73.8,38.9
818,spoiled,5.76984554,5.35,2.45,7.43,74.5,39.2
819,spoiled,5.775394136,5.35,2.47,7.4,73.7,38.9
820,spoiled,5.780942647,5.38,2.45,7.4,73.9,38.9
821,spoiled,5.78649107,5.38,2.47,7.43,73.8,38.9
822,spoiled,5.792039403,5.35,2.45,7.37,73.8,38.9
823,spoiled,5.797587644,5.38,2.45,7.37,73.8,38.9
824,spoiled,5.803135792,5.4,2.47,7.4,73.9,38.9
825,spoiled,5.808683842,5.38,2.47,7.34,74.5,39.1
826,spoiled,5.814231794,5.35,2.45,7.34,73.8,38.9
827,spoiled,5.819779645,5.4,2.45,7.37,73.9,38.9
828,spoiled,5.825327393,5.35,2.47,7.37,73.8,38.7
829,spoiled,5.830875036,5.35,2.47,7.31,73.8,38.9
830,spoiled,5.83642257,5.38,2.47,7.31,73.8,38.9
831,spoiled,5.841969995,5.4,2.45,7.31,73.8,38.9
832,spoiled,5.847517307,5.38,2.45,7.34,73.8,38.9
833,spoiled,5.853064504,5.4,2.45,7.28,73.8,38.9
834,spoiled,5.858611584,5.35,2.47,7.31,73.8,38.9
835,spoiled,5.864158544,5.38,2.45,7.28,73.7,38.8
836,spoiled,5.869705382,5.38,2.45,7.28,73.7,38.9
837,spoiled,5.875252096,5.35,2.45,7.22,73.8,38.9
838,spoiled,5.880798683,5.38,2.45,7.22,73.9,38.9
839,spoiled,5.88634514,5.38,2.45,7.22,73.8,38.9
840,spoiled,5.891891466,5.4,2.45,7.25,73.8,38.9
841,spoiled,5.897437657,5.38,2.45,7.16,73.9,38.9
842,spoiled,5.902983711,5.35,2.45,7.19,74.5,39.1
843,spoiled,5.908529625,5.35,2.47,7.22,73.9,38.9
844,spoiled,5.914075397,5.38,2.45,7.16,73.9,38.9
845,spoiled,5.919621025,5.38,2.45,7.16,74.6,39.7
846,spoiled,5.925166505,5.33,2.45,7.13,74.0,38.9
847,spoiled,5.930711835,5.35,2.45,7.19,74.0,38.9
848,spoiled,5.936257012,5.31,2.42,7.43,74.0,38.9
849,spoiled,5.941802034,5.33,2.44,7.13,74.0,38.9
850,spoiled,5.947346897,5.24,2.45,7.11,74.0,38.9
851,spoiled,5.9528916,5.31,2.45,7.11,74.2,38.9
852,spoiled,5.958436139,5.19,2.45,7.08,74.1,38.8
853,spoiled,5.963980511,5.22,2.47,7.13,74.0,38.9
854,spoiled,5.969524714,5.24,2.45,7.11,74.1,38.9
855,spoiled,5.975068745,5.17,2.47,7.11,74.1,38.9
856,spoiled,5.980612601,5.15,2.45,7.11,74.1,38.9
857,spoiled,5.986156278,5.1,2.45,7.11,74.2,38.9
858,spoiled,5.991699775,5.19,2.45,7.02,74.2,38.9
859,spoiled,5.997243087,5.13,2.45,7.02,73.7,37.8
860,spoiled,6.002786213,5.13,2.44,7.08,74.2,38.9
861,spoiled,6.008329148,5.1,2.45,7.02,74.2,38.8
862,spoiled,6.013871891,5.13,2.44,7.05,74.4,38.8
863,spoiled,6.019414437,5.13,2.45,7.02,74.4,38.8
864,spoiled,6.024956784,5.06,2.45,7.02,74.4,38.8
865,spoiled,6.030498928,5.08,2.44,7.05,74.4,38.8
866,spoiled,6.036040867,5.13,2.45,6.96,75.1,39.0
867,spoiled,6.041582596,5.15,2.44,7.02,74.5,38.8
868,spoiled,6.047124114,5.08,2.45,7.02,74.5,38.8
869,spoiled,6.052665416,5.04,2.45,7.02,75.2,39.6
870,spoiled,6.058206499,5.06,2.44,7.02,74.6,38.8
871,spoiled,6.06374736,5.04,2.44,6.94,74.6,38.8
